time,eta_linear,eta_superharmonic,eta_subharmonic,eta_nonlinear,phi_linear,phi_superharmonic,phi_subharmonic,phi_nonlinear,u_linear,u_superharmonic,u_subharmonic,u_nonlinear,w_linear,w_superharmonic,w_subharmonic,w_nonlinear
441,-1.9105632296965e-06,-5.08055607394446e-13,0.00175833941707288,0.00175642885333513,0.000228557484600609,-2.15341256577637e-11,1.05056768941926,1.05079624688232,5.34283623146939e-07,1.57835785570418e-14,0.0011626857626461,0.00116322004628503,6.99329236645526e-07,2.7023434368903e-12,1.01858356124285e-05,1.08851675514175e-05
441.6,-1.26986234027778e-06,-1.59043929088226e-12,0.00176098782049334,0.00175971795656262,0.000222652382131842,-1.44120694111328e-11,1.04164771530134,1.04187036766906,4.34449703105567e-07,-4.0199476843137e-12,0.00116467138335537,0.00116510582903852,2.32345771335791e-06,-2.35360257887415e-12,9.8939255146369e-06,1.22173808743922e-05
442.2,-3.07885893383036e-07,-5.69773291357678e-13,0.00176362563249142,0.00176331774602826,0.000210099954741206,1.38089624978113e-13,1.03271442650186,1.03292452645673,1.61035710609052e-06,1.37170518801404e-12,0.00116662651234029,0.00116823687081809,9.56288326105444e-07,1.85153235352886e-12,9.52002573785257e-06,1.04763159154904e-05
442.8,4.47555073533136e-07,-1.5621022424377e-12,0.00176621348438923,0.00176666103790066,0.000192707657043429,1.01936313959584e-11,1.02376795334465,1.02396066101189,1.60827672741709e-06,-3.90917846464476e-12,0.00116852447373445,0.00117013274655269,2.31646721447602e-06,6.379588860475e-14,9.06199891894913e-06,1.1378466197221e-05
443.4,1.38952885516048e-06,2.12442212225346e-14,0.001768712669891,0.00177010219876741,0.000168625131945575,1.91479445509577e-11,1.01480862714367,1.01497725229476,2.74553980445609e-06,2.60627306913581e-12,0.00117033935573365,0.00117308489814438,7.98573212433848e-07,4.78725105831351e-13,8.52171738261405e-06,9.32029107377301e-06
444,2.001032957582e-06,-6.2201041315012e-13,0.00177108643889758,0.00177308747123315,0.00014033517997234,2.39903665010112e-11,1.00583697338386,1.00597730858783,2.66822510795244e-06,-2.23552896744216e-12,0.00117204685881685,0.00117471508168927,1.8635891298326e-06,2.01197244409018e-12,7.90453116026462e-06,9.76812230206966e-06
444.6,2.66062434452981e-06,8.45962974414034e-13,0.0017733010993794,0.00177596172456989,0.000106874961698127,2.12476111828607e-11,0.996853698812656,0.996960573795602,3.58915644674377e-06,3.09672961741069e-12,0.00117362501250195,0.00117721417204543,2.13518519799086e-07,-1.3234023627925e-12,7.21872299246858e-06,7.43224018886531e-06
445.2,2.89730677361958e-06,4.97537346175921e-13,0.00177532692489396,0.00177822423216511,7.13254144312898e-05,1.77300179529801e-11,0.987859673425142,0.987930998857303,3.28843065380994e-06,2.27192473093685e-14,0.00117505475937317,0.0011783431900497,1.06943392969944e-06,2.78222151851791e-12,6.47495981374234e-06,7.5443965256633e-06
445.8,3.09909581803806e-06,1.15581852448602e-12,0.00177713886856739,0.00178023796554124,3.33325380719395e-05,5.22508208226078e-12,0.978855908330226,0.978889240873523,3.90071060698765e-06,2.27032818896521e-12,0.0011763204073089,0.00118022112018622,-6.21495842708855e-07,-3.00719296137411e-12,5.68574976130248e-06,5.06425091140067e-06
446.4,2.84173587857681e-06,1.02107805173806e-12,0.00177871708740891,0.00178155882430857,-3.75344358019607e-06,-2.48037152973622e-12,0.969843530472771,0.969839777026711,3.31285085410467e-06,1.80382285458132e-12,0.00117740995290256,0.00118072280556049,1.24781888264098e-07,2.4017682013257e-12,4.86491317525409e-06,4.98969746528639e-06
